CRM_ObjectID,Model,SerialNumber,JT_EquipID,SoldToID,SoldToName,AddContactID,AddContactName,Address1,Address2,City,Province,PostalCode,ServiceOrgID,ServiceOrg,PrimaryTechID,BackupTechID,AccountMgrID,AccountMgr,EquipNotes,Inactive,NoContract,NoPM
200000555,ARM350,25025330,25025330,642189,NOTAIRE PAUL PICHETTE,41023489,NOTAIRE PAUL PICHETTE,525 BOUL MALONEY EST,,GATINEAU,QC,J8P 1E8,61000175,SD Ottawa,93000217,93000045,,,,0,0,0
200000561,AR168D,75023008,76275,640255,9021-8595 QUEBEC INC.,41023507,9021-8595 QUEBEC INC,720 MONTGOLFIER,,LAVAL,QC,H7W 4Z2,61000174,SD Montreal,93000049,93000050,,,,0,0,0
200000593,MX3100N,95005620,,643229,SANI-TEC,41023605,SANI-TEC,1180 ST-RENEE OUEST,,GATINEAU,QC,J8T 6H3,61000175,SD Ottawa,93000217,93000216,BOUCHARC,CLERMONT BOUCHARD,,0,0,0
200000595,SCX6555N,9D61B1CQ600105H,8Z61B1CQ400029B,643231,153926 CANADA INC. **BLOCKED-LEGAL**,41023613,PHARMACIE JEAN COUTU #202,181 RUE PRINCIPALE,819-663-8364,GATINEAU,QC,J9H 6A1,61000175,SD Ottawa,93000217,93000216,,,,0,0,0
200000599,MXM450N,75036503,72549,634463,MRRM CANADA INC.,41023624,MRRM CANADA INC.,"2 PLACE ALEXIS NIHON, # 1777",,WESTMOUNT,QC,H3Z 3C1,61000174,SD Montreal,93000183,93000051,ACQUARIOS,SALVATORE ACQUARIO,,0,0,0
200000654,ARM355N,55033952RC,73094618,276129,NIAGARA CATHOLIC DIST. SCHOOL BOARD,41029666,NCDSB - MOTHER TERESA ELEMENTARY SCHOOL,125 FIRST STREET,MOTHER TERESA,ST CATHERINES,ON,L2R 6P9,61000193,GTA West,93000382,93000381,GOWERM,MICHAEL GOWER,,0,0,0
200000670,MX5111N,15035487,200000670,659885,GE ASSET MANAGEMENT INC.- COMPUCOM,41030857,GE ASSET MGNT INC./ COMPUCOM,1830 MATHESON BLVD,,MISSISSAUGA,ON,L4W 0B3,61000193,GTA West,93000195,93000040,WINECKS,STIRLING WINECK,,0,0,0
200000671,MXC311,80007720,55538,610417,MC MASTER UNIVERSITY,41031092,MC MASTER UNIVERSITY,1280 MAIN STREET WEST,KTH 618,HAMILTON,ON,L8S 4M4,61000193,GTA West,93000035,93000038,ISHOUSE,INTEGRATED SERVICES HOUSE REP,,0,0,0
200000684,MX3140N,35041493,,660896,HILLMOND INVESTMENTS LTD.,41031214,,377 BURNHAMTHORPE RD. E  S# 117,,MISSISSAUGA,ON,L5A 3Y1,61000193,GTA West,93000036,93000673,,,,0,0,0
200000685,MXM363N,35008822,,633781,SUN & PARTNERS,41031215,SUN & PARTNERS,3650 VICTORIA PARK AVE. # 301,,NORTH YORK,ON,M2H 3P7,61000192,GTA East,93000024,93000672,,,,0,0,0
200000687,MXB402SC,35036783,,659727,GRAND TORONTO VENTURE L.P.,41031218,GRAND TORONTO VENTURE L.P.,O/A PARK HYATT TORONTO,4 AVENUE ROAD (HUMAN RESOURCES),TORONTO,ON,M5R 2E8,61000192,GTA East,93000182,93000028,,,,0,0,0
200000688,MXB401,02111261,VR-MF-216,245118,WESTERN NOVA SCOTIA DHA,41031223,WESTERN NOVA SCOTIA,150 EXHIBITION STREET,DHA3 VRH PHARMACY,KENTVILLE,NS,B4N 3A7,61000184,Dealers,,,CAHILLS,SHAWN CAHILL,,0,0,0
200000689,MX3115N,35038485,,624676,MC NALLY CONSTRUCTION INC.,41031219,MCNALLY CONSRUCTION INC.,M - 100 IISLEY AVE.,,DARTMOUTH,NS,B3B 1L3,61000209,SD Halifax,93000311,93000318,,,,0,0,0
200000691,MX2640N,35039933,,660803,BENTALL KENNEDY (CANADA) LTD PARTNERSHIP,41031221,BENTALL KENNEDY (CANADA) LIMITED PARTNER,145 KING ST. WEST S,17th FLOOR,TORONTO,ON,M5H 1J8,61000192,GTA East,93000028,93000380,THERIAULTK,KEVIN THERIAULT,,0,0,0
200000693,MX5111N,35014224,,623586,MUNICH REINSURANCE COMPANY,41031224,LA MUNICH DU CANADA,630 RENE-LEVESQUE BLVD.  #2630,,MONTREAL,QC,H3B 1S6,61000174,SD Montreal,93000773,93000047,WINECKS,STIRLING WINECK,,0,0,0
200000694,MX5111N,35014794,,623586,MUNICH REINSURANCE COMPANY,41031225,MUNICH REINSURANCE COMPANY,"390 BAY ST. # 2200, 21ST FLOOR",,TORONTO,ON,M5H 2Y2,61000192,GTA East,93000380,93000023,,,,0,0,0
200000695,MX5111N,35014584,,623586,MUNICH REINSURANCE COMPANY,41031226,MUNICH REINSURANCE COMPANY,390 BAY ST. # 2200,19th floor (swing floor) - east copy,TORONTO,ON,M5H 2Y2,61000192,GTA East,93000380,93000023,,,,0,0,0
200000696,MX5111N,35014704,,623586,MUNICH REINSURANCE COMPANY,41031227,MUNICH REINSURANCE COMPANY,"390 BAY ST. # 2200, 22ND FLOOR",CLAIMS / RECEPTION,TORONTO,ON,M5H 2Y2,61000192,GTA East,93000380,93000023,,,,0,0,0
200000697,MX5111N,35014454,,623586,MUNICH REINSURANCE COMPANY,41031228,MUNICH REINSURANCE COMPANY,"390 BAY ST. # 2200, 22ND FLOOR",MAILROOM,TORONTO,ON,M5H 2Y2,61000192,GTA East,93000380,93000023,,,,0,0,0
200000699,MX5111N,35014854,,623586,MUNICH REINSURANCE COMPANY,41031229,MUNICH REINSURANCE COMPANY,"390 BAY ST. # 2200,",8TH FLOOR COPY AREA,TORONTO,ON,M5H 2Y2,61000192,GTA East,93000380,93000023,,,,0,0,0
200000700,MX5111N,35015014,,623586,MUNICH REINSURANCE COMPANY,41031230,MUNICH REINSURANCE COMPANY,"390 BAY ST. # 2200, 22ND FLOOR",23 north,TORONTO,ON,M5H 2Y2,61000192,GTA East,93000380,93000023,,,,0,0,0
200000702,MX5111N,35014844,,623586,MUNICH REINSURANCE COMPANY,41031231,MUNICH REINSURANCE COMPANY,390 BAY ST. # 2200,19th floor (swing floor) - WEST COPY RM,TORONTO,ON,M5H 2Y2,61000192,GTA East,93000380,93000023,,,,0,0,0
200000703,MX5111N,35014174,,623586,MUNICH REINSURANCE COMPANY,41031309,MUNICH REINSURANCE COMPANY,390 BAY ST. # 2200,16 FLOOR COPY AREA,TORONTO,ON,M5H 2Y2,61000192,GTA East,93000380,93000023,,,,0,0,0
200000707,MXM453N,25039659,,603739,MON SHEONG FOUNDATION,41031237,MON SHEONG FOUNDATION (NURSING),11199 YONGE ST,,RICHMOND HILL,ON,L4S 1L2,61000192,GTA East,93000399,93000022,,,,0,0,0
200000708,MXM503N,35015115,,650306,LIFEMARK HEALTH MANAGEMENT INC.,41031239,ROGUE VALLEY HEALTH CENTRE,"2863 ELLESMERE ROAD, #204",,SCARBOROUGH,ON,M1E 4B9,61000192,GTA East,93000023,93000025,,,,0,0,0
200000771,ARM455N,55016515R,83102,,,41029665,MOTHER TERESA,125 FIRST STREET,MOTHER TERESA,NIAGARA FALLS,ON,L2R 6P9,61000193,GTA West,93000037,93000038,,,,0,0,0
31510697,ARM350U,26510978,398,176337,GLOBAL UPHOLSTERY CO. INC.,41000172,GLOBAL EXPRESS,177A SNIDERCROFT RD.,,CONCORD,ON,L4K 2J8,61000192,GTA East,93000022,93000672,GAYNORS,SCOTT GAYNOR,,0,0,0
31650355,ARM450U,26509018,2347,222250,TEKNION LTD.,41000178,TEKNION LIMITED,1150 FLINT ROAD,Receiving,TORONTO,ON,M3J 2J5,61000192,GTA East,93000402,93000019,ISHOUSE,INTEGRATED SERVICES HOUSE REP,,0,0,0
40923854,ARM237,45025695,4566,679145,YRSCC 1020 - MNGMT. OFFICE,41000194,YRSCC 1020 - MNGMT. OFFICE,7071 BAYVIEW AVE.,,THORNHILL,ON,L3T 7Y8,61000192,GTA East,93000672,93000024,STRUMINP,PERRY STRUMINIKOV,,0,0,0
41026480,ARM237,45025385,4534,251982,FINES FORD LINCOLN,41018315,FINES FORD LINCOLN,10 SIMONA DR.,,BOLTON,ON,L7E 4C7,61000193,GTA West,93000195,93000361,STRUMINP,PERRY STRUMINIKOV,,0,0,0
41154975,ARM237,45031207,4622,253075,THE JUNO GROUP LIMITED,41000199,JUNO GROUP,"220 DUNCAN MILL RD, STE 520",,TORONTO,ON,M3B 3J5,61000192,GTA East,93000025,93000024,GALERN,NANCY GALER,,0,0,0
41979535,ARM550N,45016729,5448,227296,RONALD A. CHISHOLM LIMITED,41000205,RONALD A. CHISHOLM,2 BLOOR ST W SUITE 3300,,TORONTO,ON,M4W 3K3,61000192,GTA East,93000023,93000028,SCHLUSSS,SCOTT SCHLUSSLER,,0,0,0
42093746,ARM550N,45017309,72066,634209,CMR CIRCUITS LTD.,41000214,CMR CIRCUITS LTD.,850 RUE SELKIRK,,POINTE-CLAIRE,QC,H9R 3S3,61000174,SD Montreal,93000046,93000169,ACQUARIOS,SALVATORE ACQUARIO,,0,0,0
42093750,ARM550N,45017689,71262,268782,MANUTENTION QUEBEC INC.,41000226,MANUTENTION QUEBEC,100 A- BLVD  HYMUS,,POINTE CLAIRE,QC,H9R 1E4,61000174,SD Montreal,93000046,93000169,HOUSE,HOUSE ACCOUNT,,0,0,0
42128358,ARM350NX,45008330,5722,258818,"NATURAL RESOURCES CDA,GEOMATICS CDA",41000230,"NATURAL RESOURCES CDA,GEOMATIC",55 ST. CLAIR AVE. EAST,ROOM 606,TORONTO,ON,M4T 1M2,61000192,GTA East,93000182,93000023,FEDGOVT,FEDERAL GOVERNMENT (BSD),,0,0,0
42557808,ARM455N,55022051,6383,260949,BAREFOOT GRASS CANDA INC,41000234,BAREFOOT GRASS CANADA INC.,2385 MATHESON BLVD. EAST,,MISSISSAUGA,ON,L4W 5B3,61000193,GTA West,93000195,93000040,STRUMINP,PERRY STRUMINIKOV,,0,0,0
42901065,ARM350NX,45008080,SD10519,251986,INTERIOR HEALTH AUTHORITY,41009521,INTERIOR HEALTH AUTHORITY,835 SOUTH 9TH AVENUE,GOLDEN & DISTRICT HOSPITAL    ADMINSTRAT,GOLDEN,BC,V0A 1H0,61000184,Dealers,,,GORDONJ,JOHN GORDON,,0,0,0
43068506,ARM350NX,45007110,SD11440,251986,INTERIOR HEALTH AUTHORITY,41009555,INTERIOR HEALTH AUTHORITY,ROYAL INLAND HOSPITAL,311 COLUMBIA STREET,KAMLOOPS,BC,V2C 2T1,61000184,Dealers,,,GORDONJ,JOHN GORDON,,0,0,0
43178067,ARM207,55007504,79900,637940,BRAND ALLIANCE,41000251,BRAND ALLIANCE,5778 CYPIHOT,,ST-LAURENT,QC,H4S 1Y5,61000174,SD Montreal,93000049,93000047,LAFLEURB,BERTRAND LAFLEUR,,0,0,0
43191578,ARM455N,55030383,6995,227296,RONALD A. CHISHOLM LIMITED,41000260,RONALD A. CHISHOLM,2 BLOOR STREET WEST,,TORONTO,ON,M4W 3K3,61000192,GTA East,93000023,93000028,SCHLUSSS,SCOTT SCHLUSSLER,,0,0,0
